	title	url	party	year	type	lang	doc_id	party_abbr
957	                  Millaisen Euroopan haluat rakentaa? - Eurovaaliohjelma 2019                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1372	Vihreä liitto	2019	vaaliohjelma	FI	VIHR_1372	VIHR
958	                  Millaisen huomisen haluat rakentaa? Näytä luontosi ja äänestä!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1364	Vihreä liitto	2019	vaaliohjelma	FI	VIHR_1364	VIHR
959	                  Kaivoslain kokonaisuudistus - 10 askelta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1107	Vihreä liitto	2018	muu ohjelma	FI	VIHR_1107	VIHR
960	                  Kulttuuripoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1103	Vihreä liitto	2018	erityisohjelma	FI	VIHR_1103	VIHR
961	                  Luonto vastuullamme - Vihreiden luonnonsuojeluohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1099	Vihreä liitto	2018	erityisohjelma	FI	VIHR_1099	VIHR
962	                  Meille kaikille hyvä elämä: Vihreä sosiaali- ja terveyspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1096	Vihreä liitto	2018	erityisohjelma	FI	VIHR_1096	VIHR
963	                  Pelastetaan maailman paras koulutus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1324	Vihreä liitto	2018	erityisohjelma	FI	VIHR_1324	VIHR
964	                  Vihreiden poliittinen tavoiteohjelma 2019-2023                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1134	Vihreä liitto	2018	erityisohjelma	FI	VIHR_1134	VIHR
965	                  10 vihreää teesiä kaupunkien kehittämiseen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1148	Vihreä liitto	2017	muu ohjelma	FI	VIHR_1148	VIHR
966	                  Vihreiden Lukeva Suomi -teesit                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1100	Vihreä liitto	2017	muu ohjelma	FI	VIHR_1100	VIHR
967	                  Vihreiden turvapaikkapoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1125	Vihreä liitto	2017	erityisohjelma	FI	VIHR_1125	VIHR
968	                  Yhdessä teemme maailman parhaan koulun                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1097	Vihreä liitto	2017	erityisohjelma	FI	VIHR_1097	VIHR
969	                  Kestävä hyvinvointivaltio ja kannustavuus - Vihreiden veropoliittinen ohjelma 2015-2019                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1159	Vihreä liitto	2016	erityisohjelma	FI	VIHR_1159	VIHR
970	                  Tehokasta turvallisuuspolitiikkaa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1144	Vihreä liitto	2016	erityisohjelma	FI	VIHR_1144	VIHR
971	                  Tillsammans bygger vi en bättre morgondag -valprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/953	Vihreä liitto	2016	vaaliohjelma	SV	VIHR_953	VIHR
972	                  Uusi yrittäjyys -linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1145	Vihreä liitto	2016	erityisohjelma	FI	VIHR_1145	VIHR
973	                  Vihreä energiavisio 2035                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1157	Vihreä liitto	2016	erityisohjelma	FI	VIHR_1157	VIHR
974	                  Vihreät: Onnistunut perustulokokeilu on avain parempaan sosiaaliturvaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1162	Vihreä liitto	2016	muu ohjelma	FI	VIHR_1162	VIHR
975	                  Vihreä vaihtoehto valtion talousarviolle 2016                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1149	Vihreä liitto	2016	muu ohjelma	FI	VIHR_1149	VIHR
976	                  Vihreitä linjoja sosiaali- ja terveydenhuollon rahoitukseen ja valinnanvapauteen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1161	Vihreä liitto	2016	muu ohjelma	FI	VIHR_1161	VIHR
977	                  Yhdessä rakennamme paremman huomisen -vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/934	Vihreä liitto	2016	vaaliohjelma	FI	VIHR_934	VIHR
978	                  Äänelläsi rakennetaan parempi huominen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1141	Vihreä liitto	2015	vaaliohjelma	FI	VIHR_1141	VIHR
979	                  Kestävää, reilua ja yhteistä hyvinvointia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1109	Vihreä liitto	2015	erityisohjelma	FI	VIHR_1109	VIHR
980	                  Uudistetaan Suomi kestäväksi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1140	Vihreä liitto	2015	erityisohjelma	FI	VIHR_1140	VIHR
981	                  Vihreä varjohallitusohjelma 2015-2019 - Rakennetaan parempi huominen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1151	Vihreä liitto	2015	erityisohjelma	FI	VIHR_1151	VIHR
982	                  Vihreiden liikuntapoliittinen avaus                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1101	Vihreä liitto	2015	erityisohjelma	FI	VIHR_1101	VIHR
983	                  Vihreitä ratkaisuja turvapaikanhakijoiden ja pakolaisten kotouttamiseen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1132	Vihreä liitto	2015	erityisohjelma	FI	VIHR_1132	VIHR
984	                  Kohti hiilineutraalia Suomea 2050                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1105	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1105	VIHR
985	                  Kohti kestävää yhteiskuntaa - Vihreiden poliittinen tavoiteohjelma 2015-2019                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1124	Vihreä liitto	2014	tavoiteohjelma	FI	VIHR_1124	VIHR
986	                  Tasa-arvo ei ole valmis                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1138	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1138	VIHR
987	                  Vihreä perustulomalli                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1176	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1176	VIHR
988	                  VIHREÄ SEURAKUNTAVAALIOHJELMA                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/963	Vihreä liitto	2014	vaaliohjelma	FI	VIHR_963	VIHR
989	                  Vihreä työllisyysohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1150	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1150	VIHR
990	                  Vihreiden koulutuspoliittinen ohjelma - Tasa-arvoisin koulutus, osaavin kansa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1104	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1104	VIHR
991	                  Vihreitä ratkaisuja kohtuuhintaiseen ja kestävään asumiseen - Vihreän liiton asumispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1115	Vihreä liitto	2014	erityisohjelma	FI	VIHR_1115	VIHR
992	                  Hyvinvointia koko Suomeen: vihreä alueiden politiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1117	Vihreä liitto	2013	erityisohjelma	FI	VIHR_1117	VIHR
993	                  Kehityspoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1123	Vihreä liitto	2013	erityisohjelma	FI	VIHR_1123	VIHR
994	                  Koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1031	Vihreä liitto	2013	erityisohjelma	FI	VIHR_1031	VIHR
995	                  Raha- ja finanssipoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1131	Vihreä liitto	2013	erityisohjelma	FI	VIHR_1131	VIHR
996	                  Vihreä kulttuurimanifesti                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1163	Vihreä liitto	2013	muu ohjelma	FI	VIHR_1163	VIHR
997	                  Vihreämpi yhteinen Eurooppa - Euroopan unionin peruskorjausohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1017	Vihreä liitto	2013	erityisohjelma	FI	VIHR_1017	VIHR
998	                  21 Vihreää askelta eriarvoisuuden torjumiseen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1111	Vihreä liitto	2012	erityisohjelma	FI	VIHR_1111	VIHR
999	                  A More Open Municipality - Local Election Manifesto 2012                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/851	Vihreä liitto	2012	vaaliohjelma	EN	VIHR_851	VIHR
1000	                  CAP - Common agricultural policy 2014-2020 - kohti ilmastoälykästä eurooppalaista maataloutta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1114	Vihreä liitto	2012	erityisohjelma	FI	VIHR_1114	VIHR
1001	                  De Grönas principprogram - Ansvar, frihet, omsorg                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1196	Vihreä liitto	2012	yleisohjelma	SV	VIHR_1196	VIHR
1002	                  Kommunalvalsprogrammet 2012: En öppnare kommun                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/880	Vihreä liitto	2012	vaaliohjelma	SV	VIHR_880	VIHR
1003	                  Politiikassa ei ole mitään hävettävää! - Vihreiden demokratiaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1018	Vihreä liitto	2012	erityisohjelma	FI	VIHR_1018	VIHR
1004	                  Vihreän liiton kunnallisvaaliohjelma 2012: Avoimempi kunta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/876	Vihreä liitto	2012	vaaliohjelma	FI	VIHR_876	VIHR
1005	                  Vihreiden luonnonsuojelutavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1130	Vihreä liitto	2012	erityisohjelma	FI	VIHR_1130	VIHR
1006	                  Vihreiden periaateohjelma – Vastuu, vapaus, välittäminen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/857	Vihreä liitto	2012	yleisohjelma	FI	VIHR_857	VIHR
1007	                  Radikaalisti avoin yhteiskunta - Vihreiden tietoyhteiskuntapoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1143	Vihreä liitto	2011	erityisohjelma	FI	VIHR_1143	VIHR
1008	                  Vihreät eläkelinjaukset: Vakaa perusturva eläkeläisen tukena                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1112	Vihreä liitto	2011	erityisohjelma	FI	VIHR_1112	VIHR
1009	                  Vihreiden ympäristöohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1015	Vihreä liitto	2011	erityisohjelma	FI	VIHR_1015	VIHR
1010	                  Kohti valikoivaa asevelvollisuutta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1116	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1116	VIHR
1011	                  Poliittinen ohjelma - Vihreä tehtävä 2010-2014                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/859	Vihreä liitto	2010	erityisohjelma	FI	VIHR_859	VIHR
1012	                  Politiskt program - Den gröna uppgiften 2010-2014                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/860	Vihreä liitto	2010	erityisohjelma	SV	VIHR_860	VIHR
1013	                  Sydämen ja omantunnon lautanen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1133	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1133	VIHR
1014	                  Tasa-arvoiset ja vaikuttavat hyvinvointipalvelut                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1043	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1043	VIHR
1015	                  Vihreän vaurauden tie - Vihreiden elinkeinopoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1016	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1016	VIHR
1016	                  Vihreiden kielipoliittiset linjaukset                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1106	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1106	VIHR
1017	                  Vihreiden luonnonsuojelutavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1129	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1129	VIHR
1018	                  Vihreiden maahanmuuttopoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1098	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1098	VIHR
1019	                  Vihreiden verolinjaukset seuraavalle vaalikaudelle. VIHREÄ VEROUUDISTUS OSA II                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/882	Vihreä liitto	2010	erityisohjelma	FI	VIHR_882	VIHR
1020	                  Vihreiden yhdenvertaisuusohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/958	Vihreä liitto	2010	erityisohjelma	FI	VIHR_958	VIHR
1021	                  Vihreitä lapsipoliittisia linjauksia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1102	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1102	VIHR
1022	                  Vihreitä tekijänoikeuslinjauksia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1139	Vihreä liitto	2010	erityisohjelma	FI	VIHR_1139	VIHR
1023	                  Koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1177	Vihreä liitto	2009	erityisohjelma	FI	VIHR_1177	VIHR
1024	                  Uusi Vihreä sopimus Euroopalle - Euroopan Vihreiden yhteinen vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/834	Vihreä liitto	2009	vaaliohjelma	FI	VIHR_834	VIHR
1025	                  Vesipoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1160	Vihreä liitto	2009	erityisohjelma	FI	VIHR_1160	VIHR
1026	                  Vihreän feminismin linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1142	Vihreä liitto	2009	muu ohjelma	FI	VIHR_1142	VIHR
1027	                  Vihreiden Eurooppa-ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1110	Vihreä liitto	2009	erityisohjelma	FI	VIHR_1110	VIHR
1028	                  Yrittäjyys kannattaa - pk-yrittäjyysohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1158	Vihreä liitto	2009	erityisohjelma	FI	VIHR_1158	VIHR
1029	                  Oikeudenmukaisuus, valinnanvapaus, ilmastovastuu - Kunnallisvaaliohjelma 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/843	Vihreä liitto	2008	vaaliohjelma	FI	VIHR_843	VIHR
1030	                  Rättvisa, klimatansvar, frihet att välja - Kommunalvalsprogram 2008                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/840	Vihreä liitto	2008	vaaliohjelma	SV	VIHR_840	VIHR
1031	                  The 2008 Local Elections Manifesto                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/848	Vihreä liitto	2008	vaaliohjelma	EN	VIHR_848	VIHR
1032	                  Uuden ajan alku maaseudulle - Tasavertaisemman Suomen puolesta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1032	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1032	VIHR
1033	                  Vihreä ilmastoreformi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1108	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1108	VIHR
1034	                  Vihreät timantit – metsäsektorin kestävä uudistaminen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1238	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1238	VIHR
1035	                  Vihreiden eläinpoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1113	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1113	VIHR
1036	                  Vihreitä linjauksia kasvukeskusten ja kaupunkien asuntopolitiikkaan                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1156	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1156	VIHR
1037	                  Vireyttä vuosiin - Vihreän liiton ikääntymispoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1029	Vihreä liitto	2008	erityisohjelma	FI	VIHR_1029	VIHR
1038	                  Irti öljyriippuvuudesta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1030	Vihreä liitto	2007	erityisohjelma	FI	VIHR_1030	VIHR
1039	                  Kohti kansalaisuutta - vihreä kotoutumispolitiikka                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1237	Vihreä liitto	2007	erityisohjelma	FI	VIHR_1237	VIHR
1040	                  Maahanmuuttajat töissä Suomessa - Tarvitsemme uutta maahanmuuttopolitiikkaa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1219	Vihreä liitto	2007	erityisohjelma	FI	VIHR_1219	VIHR
1041	                  Tavoitteena turvalliset, laadukkaat ja riittävät peruspalvelut                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1220	Vihreä liitto	2007	erityisohjelma	FI	VIHR_1220	VIHR
1042	                  Eduskuntavaaliohjelma 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/875	Vihreä liitto	2006	vaaliohjelma	FI	VIHR_875	VIHR
1043	                  Iloa ja terveyttä yhdessä tekemisestä                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1225	Vihreä liitto	2006	erityisohjelma	FI	VIHR_1225	VIHR
1044	                  Laadukkaat korkeakoulut takaavat menestyksen                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1211	Vihreä liitto	2006	erityisohjelma	FI	VIHR_1211	VIHR
1045	                  Linjauksia yhdyskuntajätteen energiana hyödyntämisestä ja kestävästä jätehuollosta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1197	Vihreä liitto	2006	erityisohjelma	FI	VIHR_1197	VIHR
1046	                  Manifesto of the Green League - Our Task: a Fair Change                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/852	Vihreä liitto	2006	yleisohjelma	EN	VIHR_852	VIHR
1047	                  Parliamentary elections policies 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/829	Vihreä liitto	2006	vaaliohjelma	EN	VIHR_829	VIHR
1048	                  Periaateohjelman luonnos                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/858	Vihreä liitto	2006	yleisohjelma	FI	VIHR_858	VIHR
1049	                  Principprogram - Uppgift: Rejäl förändring                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/862	Vihreä liitto	2006	yleisohjelma	SV	VIHR_862	VIHR
1050	                  Program för riksdagsvalet 2007                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/877	Vihreä liitto	2006	vaaliohjelma	SV	VIHR_877	VIHR
1051	                  Vihreän eduskuntaryhmän perintöverolinjaukset                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1246	Vihreä liitto	2006	muu ohjelma	FI	VIHR_1246	VIHR
1052	                  Vihreän liiton periaateohjelma: Tehtävänä reilu muutos                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/856	Vihreä liitto	2006	yleisohjelma	FI	VIHR_856	VIHR
1053	                  Vihreän liiton vammaispoliittiset tavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/881	Vihreä liitto	2006	erityisohjelma	FI	VIHR_881	VIHR
1054	                  Vihreiden liikennepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/847	Vihreä liitto	2006	erityisohjelma	FI	VIHR_847	VIHR
1055	                  Vihreiden verolinjauksia                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1226	Vihreä liitto	2006	muu ohjelma	FI	VIHR_1226	VIHR
1056	                  Kestävää hyvinvointia ilmastonsuojelulla - Vihreä ilmasto- ja energiaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1183	Vihreä liitto	2005	erityisohjelma	FI	VIHR_1183	VIHR
1057	                  Kulttuuripoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/842	Vihreä liitto	2005	erityisohjelma	FI	VIHR_842	VIHR
1058	                  Vihreän liiton lapsiperheohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/846	Vihreä liitto	2005	erityisohjelma	FI	VIHR_846	VIHR
1059	                  Vihreän liiton työelämäohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/871	Vihreä liitto	2005	erityisohjelma	FI	VIHR_871	VIHR
1060	                  Vihreän tietoyhteiskuntaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/868	Vihreä liitto	2005	erityisohjelma	FI	VIHR_868	VIHR
1061	                  Kohti reilua ja kestävää globalisaatiota - Vihreän liiton ohjelma globalisaation hallinnasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/836	Vihreä liitto	2004	erityisohjelma	FI	VIHR_836	VIHR
1062	                  Maailma tehdään lähelläsi -vaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/874	Vihreä liitto	2004	vaaliohjelma	FI	VIHR_874	VIHR
1063	                  Världen görs nära dig -valprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/879	Vihreä liitto	2004	vaaliohjelma	SV	VIHR_879	VIHR
1064	                  Vihreän liiton demokratiaohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/828	Vihreä liitto	2004	erityisohjelma	FI	VIHR_828	VIHR
1065	                  Vihreän liiton EU-ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/830	Vihreä liitto	2004	erityisohjelma	FI	VIHR_830	VIHR
1066	                  Vihreän liiton kaupunkipoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/837	Vihreä liitto	2004	erityisohjelma	FI	VIHR_837	VIHR
1067	                  Vihreän liiton turvallisuuspoliittinen ohjelma: Vähemmän aseita - enemmän turvaa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/870	Vihreä liitto	2004	erityisohjelma	FI	VIHR_870	VIHR
1068	                  Yhden pallon politiikkaa - Vihreän liiton ympäristöpoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/887	Vihreä liitto	2004	erityisohjelma	FI	VIHR_887	VIHR
1069	                  Eduskuntavaaliohjelma 2003 - Pallo haltuun                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/873	Vihreä liitto	2003	vaaliohjelma	FI	VIHR_873	VIHR
1070	                  Euroopan vihreän puolueen vaaliohjelma 2004                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/833	Vihreä liitto	2003	vaaliohjelma	FI	VIHR_833	VIHR
1071	                  Päihdepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/853	Vihreä liitto	2003	erityisohjelma	FI	VIHR_853	VIHR
1072	                  Riksdagsprogram - Nu behövs det bollsinne!                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/878	Vihreä liitto	2003	vaaliohjelma	SV	VIHR_878	VIHR
1073	                  Gröna förbundets principprogram                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/861	Vihreä liitto	2002	yleisohjelma	SV	VIHR_861	VIHR
1074	                  Suomen soreat salot - Tasa-arvoisen maaseutupolitiikan vihreät linjat                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/850	Vihreä liitto	2002	erityisohjelma	FI	VIHR_850	VIHR
1075	                  Vihreän liiton koulutuspoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/841	Vihreä liitto	2002	erityisohjelma	FI	VIHR_841	VIHR
1076	                  Vihreän liiton periaateohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/855	Vihreä liitto	2002	yleisohjelma	FI	VIHR_855	VIHR
1077	                  Vihreän liiton teesit kansainvälisestä turvallisuuspolitiikasta                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/869	Vihreä liitto	2002	erityisohjelma	FI	VIHR_869	VIHR
1078	                  Kohti vahvaa alueiden Eurooppaa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1198	Vihreä liitto	2001	muu ohjelma	FI	VIHR_1198	VIHR
1079	                  Napaa lähellä - ruokapoliittinen linjapaperi                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1212	Vihreä liitto	2001	erityisohjelma	FI	VIHR_1212	VIHR
1080	                  Gröna förbundets kommunalvalsprogram år 2000                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/839	Vihreä liitto	2000	vaaliohjelma	SV	VIHR_839	VIHR
1081	                  Tasapainoinen vihreä Suomi - Vihreän liiton aluepoliittinen ohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/827	Vihreä liitto	2000	erityisohjelma	FI	VIHR_827	VIHR
1082	                  Vihreän liiton kunnallisvaaliohjelma                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/845	Vihreä liitto	2000	vaaliohjelma	FI	VIHR_845	VIHR
1083	                  Det gröna Europa - Valprogram för Europaparlamentsvalet 1999                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/835	Vihreä liitto	1999	vaaliohjelma	SV	VIHR_835	VIHR
1084	                  Vihreiden perhepoliittiset tavoitteet                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/854	Vihreä liitto	1999	erityisohjelma	FI	VIHR_854	VIHR
1085	                  Den gröna vägen till möjligheternas värld - Gröna förbundets riksdagsvalprogram 1999                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/864	Vihreä liitto	1998	vaaliohjelma	SV	VIHR_864	VIHR
1086	                  Gröna förbundets program                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/863	Vihreä liitto	1998	yleisohjelma	SV	VIHR_863	VIHR
1087	                  Kohti eettistä eläinten pitoa                  	https://www.fsd.tuni.fi/pohtiva/ohjelmalistat/VIHR/1210	Vihreä liitto	1998	erityisohjelma	FI	VIHR_1210	VIHR
